 Attack  on  a  China  Mission,'Action'|  'Crime'|  'Drama'|1900's|short|less  than  5  minutes,The  Power  of  a  Hymn,"'Drama'|  'Crime'|  ""1900's""|  'short'",Haggard's  She:  The  Pillar  of  Fire,'short'|  'less  than  5  minutes' 
 Buffalo  Bill's  Show  Parade,'Short'|1900's|short|less  than  5  minutes,The  Rocky  Road  to  Dublin,"'Short'|  ""1900's""|  'short'",Above  the  Speedway,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 Buffalo  Bill's  Wild  West  Parade,'News'|  'Short'|1900's|short|less  than  5  minutes,Those  Awful  Hats,"'Short'|  ""1900's""|  'short'",Jumping  the  Blanket,'Short'|  'short'|  'less  than  5  minutes' 
 Buffalo  Bill's  Wild  West  Parade,'News'|  'Short'|1900's|short|less  than  5  minutes,A  Gentleman  of  France,"'Short'|  ""1900's""|  'short'",The  Corbett-Fitzsimmons  Fight,'News' 
 Buffalo  Bill's  Wild  West  Show,'News'|  'Short'|1900's|short|less  than  5  minutes,In  the  Sultan's  Power,"'Short'|  ""1900's""|  'short'",Panorama  from  the  Tower  of  the  Brooklyn  Bridge,'Short'|  'short'|  'less  than  5  minutes' 
 The  Clown  and  the  Alchemist,'Comedy'|  'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,A  School  for  Husbands,"'Comedy'|  ""1900's""",Coronation  of  a  Village  Maiden,'Short'|  'short'|  'less  than  5  minutes' 
 The  Enchanted  Drawing,'Animation'|  'Comedy'|  'Fantasy'|1900's|short|less  than  5  minutes,Iron  Wills,"'Comedy'|  ""1900's""",Tom  Old  Boot,'short'|  'less  than  5  minutes' 
 Faust  and  Marguerite,'Fantasy'|  'Horror'|  'Short'|1900's|short|less  than  5  minutes,The  Darling  of  Paris,1900's,Coronation  of  a  Village  Maiden,'Short'|  'short'|  'less  than  5  minutes' 
 The  House  That  Jack  Built,'Short'|1900's|short|less  than  5  minutes,The  Stage-Struck  Daughter,"'Short'|  ""1900's""|  'short'",Naval  Review  at  Cherburg,'Short'|  'short'|  'less  than  5  minutes' 
 How  It  Feels  to  Be  Run  Over,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,The  Terror,1900's,The  Miser's  Doom,'Short'|  'short'|  'less  than  5  minutes' 
 Chimmie  Hicks  and  the  Rum  Omelet,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,Smith's  Baby,"'Short'|  'Comedy'|  ""1900's""|  'short'",Unloading  the  Boat,'Short'|  'short'|  'less  than  5  minutes' 
 The  Mystic  Swing,'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,Tony    the  Fiddler,"'Short'|  ""1900's""|  'short'",A  Kiss  in  the  Tunnel,'Short'|  'short'|  'less  than  5  minutes' 
 Soldiers  of  the  Cross,'Biography'|  'Drama'|  'Short'|1900's|short|less  than  1  hour,On  the  Stroke  of  Twelve,"'Drama'|  ""1900's""",The  Docks  at  Marseilles,'Short'|  'short' 
 Spanish  Bullfight,'Short'|  'Sport'|1900's|short|less  than  5  minutes,Bobby  Bumps  Checkmated,"'Short'|  ""1900's""|  'short'",Boat  Leaving  the  Port,'Short'|  'short'|  'less  than  5  minutes' 
 Uncle  Josh  in  a  Spooky  Hotel,'Comedy'|  'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  Silent  Tongue,"'Short'|  'Comedy'|  ""1900's""|  'short'",Exit  of  Rip  and  the  Dwarf,'Short'|  'short'|  'less  than  5  minutes' 
 Uncle  Josh's  Nightmare,'Comedy'|  'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  Profiteers,1900's,The  Mysterious  Paper,'Short'|  'short'|  'less  than  5  minutes' 
 Another  Job  for  the  Undertaker,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,The  False  Dimitri,1900's,The  Artist  and  the  Flower  Girl,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 Buffalo  Bill's  Wild  West  Parade,'Documentary'|  'News'|  'Short'|1900's|short|less  than  5  minutes,The  Train  Wreckers,1900's,Rescue  on  the  River    Pt.  2,'Short'|  'Documentary'|  'short'|  'less  than  5  minutes' 
 Charmant  froufrou,'Short'|1900's|short|less  than  5  minutes,A  Collier's  Life,"'Short'|  ""1900's""|  'short'",A  Watermelon  Feast,'Short'|  'short'|  'less  than  5  minutes' 
 What  Came  Out  of  the  Cheese;  or    The  Lilliputians  in  a  New  York  Restaurant,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,The  Lure  of  Labrador,"'Short'|  ""1900's""|  'short'",Casey  at  the  Bat,"'Comedy'|  ""1900's"" "
 The  Countryman's  First  Sight  of  the  Animated  Pictures,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,Alice's  Knaughty  Knight,"'Short'|  'Comedy'|  ""1900's""|  'short'",Leaving  the  Factory,'Short'|  'short'|  'less  than  5  minutes' 
 Day  at  the  Circus,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,Master  of  the  House,1900's,Card  Party,'Short'|  'short'|  'less  than  5  minutes' 
 Execution  of  Czolgosz  with  Panorama  of  Auburn  Prison,'Drama'|  'History'|  'Short'|1900's|short|less  than  5  minutes,Fire!,"'Drama'|  'Short'|  ""1900's""|  'short'",Smarter  than  the  Teacher,'Short'|  'short'|  'less  than  5  minutes' 
 Fire!,'Action'|  'Drama'|  'Short'|1900's|short|less  than  1  hour,The  Woman  from  Mellon's,"'Drama'|  'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",What  Came  Out  of  the  Cheese;  or    The  Lilliputians  in  a  New  York  Restaurant,"'Short'|  ""1900's""|  'short' "
 The  Haunted  Curiosity  Shop,'Comedy'|  'Fantasy'|  'Horror'|1900's|short|less  than  5  minutes,The  Valet's  Wife,"'Comedy'|  ""1900's""|  'short'",Towing  a  Boat  on  the  River,'short'|  'less  than  5  minutes' 
 History  of  a  Crime,'Crime'|  'Drama'|  'Short'|1900's|short|less  than  1  hour,From  the  Bottom  of  the  Sea,"'Drama'|  'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",The  Artist  and  the  Flower  Girl,"'Short'|  ""1900's""|  'short' "
 The  India  Rubber  Head,'Comedy'|  'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  King's  Game,"'Comedy'|  ""1900's""",A  Turn  of  the  Century  Illusionist,'Short'|  'Fantasy'|  'short'|  'less  than  5  minutes' 
 Magical  Sword,'Fantasy'|  'Romance'|  'Short'|1900's|short|less  than  5  minutes,West  Point,"'Short'|  ""1900's""|  'short'",The  Arrival  of  a  Train,'Short'|  'short'|  'less  than  5  minutes' 
 Panorama  of  Esplanade  by  Night,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,Mother  Goose  Nursery  Rhymes,"'Short'|  ""1900's""|  'short'",Watering  the  Flowers,'Short'|  'short'|  'less  than  5  minutes' 
 Little  Red  Riding  Hood,'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  Medicine  Bottle,"'Short'|  ""1900's""|  'short'",Edison  Kinetoscopic  Record  of  a  Sneeze,'Short'|  'short'|  'less  than  5  minutes' 
 A  Road  for  Children's  Bicycles  in  Barcelona,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,The  Girl  and  the  Law,"'Short'|  ""1900's""|  'short'",Portuguese  Railway  Train,'Short'|  'Documentary'|  'short'|  'less  than  5  minutes' 
 Scrooge;  or  Marley's  Ghost,'Drama'|  'Fantasy'|  'Horror'|1900's|short|less  than  1  hour,Wild  Justice,1900's,Transformations,'short' 
 The  Devil's  Seven  Castles,'Drama'|  'Horror'|  'Short'|1900's|short|less  than  1  hour,The  Iron  Hand,"'Drama'|  ""1900's""|  'less  than  1  hour'",A  Merry-Go-Round,'Short'|  'short' 
 Undressing  Extraordinary,'Comedy'|  'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  Microbe,"'Comedy'|  ""1900's""",Opening  of  the  Kiel  Canal,'Short'|  'short'|  'less  than  5  minutes' 
 Buffalo  Bill's  Wild  West  Show,'News'|  'Short'|1900's|short|less  than  5  minutes,Shifting  Sands,1900's,Buffalo  Bill's  Wild  West  Parade,"'News'|  'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 Miss  Dundee  and  Her  Performing  Dogs,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,An  Awful  Skate;  or    the  Hobo  on  Rollers,"'Short'|  ""1900's""|  'short'",The  Deserter,1900's 
 Les  clowns,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,Just  Out  of  College,"'Comedy'|  ""1900's""",Bombardment  of  Mafeking,'Short'|  'short'|  'less  than  5  minutes' 
 The  Coronation  of  King  Edward  VII,'History'|  'Short'|1900's|short|less  than  5  minutes,Sharps  and  Flats,"'Short'|  ""1900's""|  'short'",The  Twins'  Tea  Party,'Short'|  'short'|  'less  than  5  minutes' 
 The  Enchanted  Cup,'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  Sketch  with  the  Thumb  Print,"'Short'|  ""1900's""|  'short'",Sea  Bathing,'Short'|  'short'|  'less  than  5  minutes' 
 Jack  and  the  Beanstalk,'Fantasy'|  'Short'|1900's|short|less  than  1  hour,Sea  Horses,1900's,The  Bohemian  Encampment,'Short'|  'short' 
 Mother  Goose  Nursery  Rhymes,'Comedy'|  'Short'|1900's|short|less  than  1  hour,Flickering  Youth,"'Short'|  'Comedy'|  ""1900's""|  'short'|  'less  than  1  hour'",La  bonne  absinthe,'Short'|  'short' 
 The  Prince  of  Darkness,'Horror'|  'Short'|1900's|short|less  than  1  hour,Atop  of  the  World  in  Motion,1900's|  'less  than  1  hour',Another  Job  for  the  Undertaker,"'Short'|  ""1900's""|  'short' "
 Midwife  to  the  Upper  Classes,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,Win  That  Girl,"'Comedy'|  ""1900's""",The  Enchanted  Cup,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 Demolishing  and  Building  Up  the  Star  Theatre,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,So's  Your  Old  Man,1900's,Buffalo  Bill's  Wild  West  Show,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 The  Troublesome  Fly,'Comedy'|  'Horror'|  'Short'|1900's|short|less  than  5  minutes,Betty  Takes  a  Hand,"'Comedy'|  ""1900's""",Spanish  Bullfight,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 The  Devil's  Money  Bags,'Comedy'|  'Fantasy'|  'Horror'|1900's|short|less  than  5  minutes,The  Last  Alarm,1900's,A  Merry-Go-Round,'short'|  'less  than  5  minutes' 
 Uncle  Josh  at  the  Moving  Picture  Show,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,All  at  Sea,"'Comedy'|  ""1900's""",Jumping  the  Blanket,'Short'|  'short'|  'less  than  5  minutes' 
 Alcohol  and  Its  Victims,'Drama'|  'Short'|1900's|short|less  than  5  minutes,The  Burglar  as  Father  Christmas,"'Drama'|  'Short'|  ""1900's""|  'short'",Waves  and  Spray,'Short'|  'short'|  'less  than  5  minutes' 
 A  Trip  to  the  Moon,'Action'|  'Adventure'|  'Comedy'|1900's|short|less  than  1  hour,The  Primitive  Woman,"'Comedy'|  ""1900's""|  'less  than  1  hour'",Cripple  Creek  Bar-Room  Scene,'short' 
 The  Wild  Man  of  Borneo,'Drama'|  'Short'|1900's|short|less  than  1  hour,Hayfoot    Strawfoot?,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",Conjurer  Making  Ten  Hats  in  Sixty  Seconds,'Short'|  'short' 
 The  Enchanted  Box,'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,The  Magic  Cloak,"'Fantasy'|  ""1900's""|  'short'",Soldiers  of  the  Cross,"'Short'|  ""1900's""|  'short' "
 Buffalo  Bill's  Street  Parade,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,The  Captain  Besley  Expedition,"'Documentary'|  ""1900's""",Buffalo  Bill's  Wild  West  Parade,"'Short'|  'Documentary'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 A  Chess  Dispute,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,The  Cowpunchers,"'Short'|  'Comedy'|  ""1900's""|  'short'",The  Hallucinated  Alchemist,'Short'|  'short'|  'less  than  5  minutes' 
 How  Monsieur  Takes  His  Bath,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,The  Hoodoo,"'Short'|  'Comedy'|  ""1900's""|  'short'",Buffalo  Bill's  Street  Parade,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 Dorothy's  Dream,'Fantasy'|  'Short'|1900's|short|less  than  5  minutes,Buffalo  Bill's  Show  Parade,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes'",The  Prince  of  Darkness,"'Short'|  ""1900's""|  'short' "
 The  Great  Train  Robbery,'Action'|  'Adventure'|  'Crime'|1900's|short|less  than  1  hour,Smashing  Barriers,"'Adventure'|  'Action'|  ""1900's""|  'short'|  'less  than  1  hour'",Behind  the  Scenes,1900's 
 Kit  Carson,'Short'|  'Western'|1900's|short|less  than  1  hour,A  Splash  of  Local  Color,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",Uncle  Josh's  Nightmare,"'Short'|  ""1900's""|  'short' "
 Life  of  an  American  Fireman,'Action'|  'Short'|1900's|short|less  than  1  hour,The  Window  Dresser's  Dream,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",The  Hypnotist  at  Work,'Short'|  'short' 
 The  Messenger  Boy's  Mistake,'Comedy'|  'Romance'|  'Short'|1900's|short|less  than  5  minutes,A  Fight  for  Millions,"'Romance'|  ""1900's""",Leaving  the  Factory,'Short'|  'short'|  'less  than  5  minutes' 
 The  Music  Lover,'Comedy'|  'Music'|  'Short'|1900's|short|less  than  5  minutes,Pearl  and  the  Tramp,"'Short'|  'Comedy'|  ""1900's""|  'short'",Boat  Leaving  the  Port,'Short'|  'short'|  'less  than  5  minutes' 
 Panorama  of  Riker's  Island    N.Y.,'Documentary'|  'Short'|1900's|short|less  than  5  minutes,An  Awful  Moment,"'Short'|  ""1900's""|  'short'",The  Legacy,'Short'|  'short'|  'less  than  5  minutes' 
 The  Pioneers,'Short'|  'Western'|1900's|short|less  than  1  hour,The  Girl  from  Nowhere,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",Opening  of  the  Kiel  Canal,'Short'|  'short' 
 The  Kingdom  of  the  Fairies,'Adventure'|  'Fantasy'|  'Short'|1900's|short|less  than  1  hour,The  Altar  of  Death,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",The  Troublesome  Fly,"'Short'|  ""1900's""|  'short' "
 The  Sick  Kitten,'Comedy'|  'Family'|  'Short'|1900's|short|less  than  5  minutes,The  Property  Man,"'Short'|  'Comedy'|  ""1900's""|  'short'",The  Great  Train  Robbery,"'Short'|  ""1900's""|  'short' "
 Voyage  of  the  'Arctic','Drama'|  'Short'|1900's|short|less  than  1  hour,The  Lawful  Cheater,"'Drama'|  ""1900's""|  'less  than  1  hour'",Panorama  of  Esplanade  by  Night,"'Short'|  ""1900's""|  'short' "
 Behind  the  Scenes,'Comedy'|  'Short'|1900's|short|less  than  1  hour,The  Diamond  from  the  Sky,1900's|  'less  than  1  hour',How  It  Feels  to  Be  Run  Over,"'Short'|  'Comedy'|  ""1900's""|  'short' "
 A  Collier's  Life,'Short'|1900's|short|less  than  1  hour,The  Gray  Towers  Mystery,1900's|  'less  than  1  hour',Above  the  Limit,"'Short'|  ""1900's""|  'short' "
 A  Gentleman  of  France,'Drama'|  'Short'|1900's|short|less  than  1  hour,If  Winter  Comes,"'Drama'|  ""1900's""",Buffalo  Bill's  Wild  West  Parade,"'Short'|  ""1900's""|  'short' "
 The  Great  Train  Robbery,'Short'|  'Western'|1900's|short|less  than  1  hour,The  Nation's  Peril,1900's|  'less  than  1  hour',Corbett  and  Courtney  Before  the  Kinetograph,'Short'|  'short' 
 The  Land  Beyond  the  Sunset,'Drama'|  'Fantasy'|  'Short'|1900's|short|less  than  1  hour,The  Going  of  the  White  Swan,"'Drama'|  'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",The  Conjuring  of  a  Woman  at  the  House  of  Robert  Houdin,'Short'|  'short' 
 Opening  the  Williamsburg  Bridge,'News'|  'Short'|1900's|short|less  than  5  minutes,Secrets  of  Paris,1900's,Demolishing  and  Building  Up  the  Star  Theatre,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 The  Pearl  Fisher,'Fantasy'|  'Short'|1900's|short|less  than  1  hour,The  Fable  of  How  Wisenstein  Did  Not  Lose  Out  to  Buttinsky,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",Photographing  a  Ghost,'Short'|  'short' 
 Railroad  Smashup,'Action'|  'Short'|1900's|short|less  than  5  minutes,The  Last  Indian  Attack,1900's,Dorothy's  Dream,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 Rescued  by  Rover,'Crime'|  'Drama'|  'Family'|1900's|short|less  than  1  hour,Ultus  and  the  Grey  Lady,"'Drama'|  'Crime'|  ""1900's""|  'less  than  1  hour'",Buffalo  Bill's  Show  Parade,1900's|  'short' 
 The  Impossible  Voyage,'Action'|  'Adventure'|  'Family'|1900's|short|less  than  1  hour,The  Perils  of  Pauline,"'Adventure'|  'Action'|  ""1900's""",Execution  of  Czolgosz  with  Panorama  of  Auburn  Prison,1900's|  'short' 
 The  Abductors,'Short'|1900's|short|less  than  1  hour,When  the  Midnight  Choo-Choo  Leaves  for  Alabam',"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",Rescued  by  Rover,1900's|  'short'|  'less  than  1  hour' 
 Adventures  of  Sherlock  Holmes,'Crime'|  'Drama'|  'Mystery'|1900's|short|less  than  1  hour,The  Loss  of  the  Birkenhead,"'Drama'|  ""1900's""|  'less  than  1  hour'",The  Haunted  Castle,"'Drama'|  'Crime'|  'Mystery'|  ""1900's"" "
 The  Wig  Chase,'Comedy'|  'Short'|1900's|short|less  than  1  hour,Ladies  of  the  Night  Club,"'Comedy'|  ""1900's""",The  Impossible  Voyage,1900's|  'short'|  'less  than  1  hour' 
 The  Effects  of  Too  Much  Scotch,'Drama'|  'Short'|1900's|short|less  than  1  hour,The  Chased  Bride,"'Short'|  ""1900's""|  'short'",The  Coronation  of  King  Edward  VII,"'Short'|  ""1900's""|  'short' "
 Departure  of  Peary  and  the  Roosevelt  from  New  York,'News'|  'Short'|1900's|short|less  than  5  minutes,The  Planter's  Wife,"'Short'|  ""1900's""|  'short'",Aladdin  and  the  Wonderful  Lamp,"'Short'|  ""1900's""|  'short' "
 The  Inexperienced  Chauffeur,'Comedy'|  'Short'|1900's|short|less  than  5  minutes,The  Dumb  Wooing,"'Short'|  'Comedy'|  ""1900's""|  'short'",A  Badly  Managed  Hotel,'Short'|  'Comedy'|  'short'|  'less  than  5  minutes' 
 Funeral  of  Hiram  Cronk,'Documentary'|  'News'|  'Short'|1900's|short|less  than  5  minutes,The  Bear  Hunt,"'Short'|  'Documentary'|  ""1900's""|  'short'",The  Mystic  Swing,"'Short'|  ""1900's""|  'short'|  'less  than  5  minutes' "
 The  Electric  Hotel,'Animation'|  'Fantasy'|  'Sci-Fi'|1900's|short|less  than  1  hour,The  Keys  to  Happiness,1900's,A  Trip  to  the  Moon,"'Animation'|  'Fantasy'|  ""1900's""|  'short'|  'less  than  1  hour' "
 The  Kleptomaniac,'Crime'|  'Drama'|  'Short'|1900's|short|less  than  1  hour,Crooked  Alley,"'Drama'|  'Crime'|  ""1900's""|  'less  than  1  hour'",Coronation  of  a  Village  Maiden,'Short'|  'short' 
 The  Life  of  Charles  Peace,'Biography'|  'Crime'|  'Short'|1900's|short|less  than  1  hour,A  Modern  Oliver  Twist,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour'",Buffalo  Bill's  Wild  West  Parade,"'Short'|  ""1900's""|  'short' "
 The  Little  Train  Robbery,'Action'|  'Crime'|  'Family'|1900's|short|less  than  1  hour,Is  Marriage  Goofy,1900's|  'less  than  1  hour',The  House  of  the  Devil,'short' 
 The  Moonshiners,'Action'|  'Drama'|  'Short'|1900's|short|less  than  1  hour,The  Hound  of  the  Baskervilles,1900's,Mother  Goose  Nursery  Rhymes,"'Short'|  ""1900's""|  'short'|  'less  than  1  hour' "
 Moose  Hunting  in  Newfoundland,'Documentary'|  'Short'|1900's|short|less  than  1  hour,Jack  and  the  Beanstalk,"'Short'|  ""1900's""|  'short'",What  Came  Out  of  the  Cheese;  or    The  Lilliputians  in  a  New  York  Restaurant,"'Short'|  ""1900's""|  'short' "
